Pos.This.Week|Pos.Last.Week|Peak.Pos.This.Week|Total.Weeks|Title|Artist|Entry.Date|Pos.Entry|Overall.Peak.Pos|Overall.Total.Weeks|Chart.Date,,,,,
57|30|12|13|Downtown|MACKLEMORE & RYAN LEWIS featuring ERIC NALLY, MELLE MEL, KOO|2015-09-12|94|12|20|20151205,,,
58|51|50|19|Burning House|CAM|2015-08-01|94|29|25|20151205,,,,,
59|61|59|2|Bet You Can't Do It Like Me|DLOW|2015-11-28|61|45|15|20151205,,,,,
60|62|60|15|Nothin' Like You|DAN + SHAY|2015-08-29|97|51|19|20151205,,,,,
61|59|59|10|Gonna|BLAKE SHELTON|2015-10-03|86|54|18|20151205,,,,,
62|64|62|5|Roses|THE CHAINSMOKERS featuring ROZES|2015-11-07|95|6|31|20151205,,,,,
63|63|63|10|Blase|TY DOLLA $IGN featuring FUTURE & RAE SREMMURD|2015-10-03|85|63|18|20151205,,,,,
64|53|44|20|Break Up With Him|OLD DOMINION|2015-07-25|99|44|20|20151205,,,,,
65|58|56|10|Come Get Her|RAE SREMMURD|2015-10-03|100|56|19|20151205,,,,,
66|20|20|3|Tennessee Whiskey|CHRIS STAPLETON|2015-11-21|23|20|4|20151205,,,,,
67|NEW|67|1|Life Is Worth Living|JUSTIN BIEBER|2015-12-05|67|67|2|20151205,,,,,
68|56|21|16|Back To Back|DRAKE|2015-08-22|21|21|20|20151205,,,,,
69|69|69|7|Stressed Out|TWENTY ONE PILOTS|2015-10-24|95|2|50|20151205,,,,,
70|52|30|15|Strip It Down|LUKE BRYAN|2015-08-29|63|30|19|20151205,,,,,
71|66|66|7|The Fix|NELLY featuring JEREMIH|2015-10-24|94|62|19|20151205,,,,,
72|55|55|2|Adventure Of A Lifetime|COLDPLAY|2015-11-28|55|13|20|20151205,,,,,
73|74|73|5|Gonna Know We Were Here|JASON ALDEAN|2015-11-07|92|54|15|20151205,,,,,
74|NEW|74|1|Children|JUSTIN BIEBER|2015-12-05|74|74|1|20151205,,,,,
75|71|71|8|Hide Away|DAYA|2015-10-17|100|23|26|20151205,,,,,
76|70|52|9|Big Rings|DRAKE & FUTURE|2015-10-10|75|52|20|20151205,,,,,
77|72|72|7|Stay A Little Longer|BROTHERS OSBORNE|2015-10-24|99|46|20|20151205,,,,,
78|76|76|4|Exchange|BRYSON TILLER|2015-11-14|98|26|34|20151205,,,,,
79|68|60|11|Liquor|CHRIS BROWN|2015-09-26|87|60|14|20151205,,,,,
80|60|59|16|Let Me See Ya Girl|COLE SWINDELL|2015-08-22|94|59|18|20151205,,,,,
81|NEW|81|1|Been You|JUSTIN BIEBER|2015-12-05|81|81|1|20151205,,,,,
82|77|77|6|I Got The Boy|JANA KRAMER|2015-10-31|92|56|16|20151205,,,,,
83|NEW|83|1|If I Could Fly|ONE DIRECTION|2015-12-05|83|83|1|20151205,,,,,
84|67|30|15|Love Myself|HAILEE STEINFELD|2015-08-29|96|30|16|20151205,,,,,
85|80|80|6|Top Of The World|TIM McGRAW|2015-10-31|99|73|13|20151205,,,,,
86|NEW|86|1|In The Night|THE WEEKND|2015-12-05|86|12|19|20151205,,,,,
87|NEW|87|1|Olivia|ONE DIRECTION|2015-12-05|87|87|1|20151205,,,,,
88|NEW|88|1|We Are|JUSTIN BIEBER featuring NAS|2015-12-05|88|88|1|20151205,,,,,
89|89|83|3|Me, Myself & I|G-EAZY & BEBE REXHA|2015-11-21|83|7|37|20151205,,,,
90|NEW|90|1|Get Used To Me|JUSTIN BIEBER|2015-12-05|90|90|1|20151205,,,,,
91|78|58|10|Right Hand|DRAKE|2015-10-03|66|58|19|20151205,,,,,
92|90|88|4|I Love This Life|LOCASH|2015-11-14|97|56|18|20151205,,,,,
93|86|79|5|Cake By The Ocean|DNCE|2015-11-07|79|9|46|20151205,,,,,
94|NEW|94|1|A.M.|ONE DIRECTION|2015-12-05|94|94|1|20151205,,,,,
95|84|57|9|RGF Island|FETTY WAP|2015-10-10|61|57|10|20151205,,,,,
96|NEW|96|1|Temporary Fix|ONE DIRECTION|2015-12-05|96|96|1|20151205,,,,,
97|NEW|97|1|I Know What You Did Last Summer|SHAWN MENDES & CAMILA CABELLO|2015-12-05|97|20|20|20151205,,,,,
98|NEW|98|1|Trust|JUSTIN BIEBER|2015-12-05|98|98|1|20151205,,,,,
99|96|96|2|My House|FLO RIDA|2015-11-28|96|4|39|20151205,,,,,
100|NEW|100|1|Never Enough|ONE DIRECTION|2015-12-05|100|100|1|20151205,,,,,
1|1|1|3|Hello|ADELE|2015-11-14|1|1|26|20151128,,,,,
2|2|2|15|Hotline Bling|DRAKE|2015-08-22|66|2|36|20151128,,,,,
3|4|2|3|Sorry|JUSTIN BIEBER|2015-11-14|2|1|42|20151128,,,,,
4|3|1|25|The Hills|THE WEEKND|2015-06-13|20|1|48|20151128,,,,,
5|6|4|25|Stitches|SHAWN MENDES|2015-06-13|89|4|52|20151128,,,,,
6|5|1|11|What Do You Mean?|JUSTIN BIEBER|2015-09-19|1|1|31|20151128,,,,,
7|9|4|20|679|FETTY WAP featuring REMY BOYZ|2015-07-18|34|4|40|20151128,,,,,
8|8|5|11|Wildest Dreams|TAYLOR SWIFT|2015-09-19|15|5|26|20151128,,,,,
9|10|9|19|Like I'm Gonna Lose You|MEGHAN TRAINOR featuring JOHN LEGEND|2015-07-25|95|8|39|20151128,,,,,
10|12|10|19|Ex's & Oh's|ELLE KING|2015-07-25|96|10|38|20151128,,,,,
11|13|11|15|Here|ALESSIA CARA|2015-08-22|95|5|34|20151128,,,,,
12|14|1|23|Can't Feel My Face|THE WEEKND|2015-06-27|24|1|41|20151128,,,,,
13|7|7|2|Focus|ARIANA GRANDE|2015-11-21|7|7|13|20151128,,,,,
14|17|14|9|Same Old Love|SELENA GOMEZ|2015-10-03|43|5|28|20151128,,,,,
15|18|15|8|On My Mind|ELLIE GOULDING|2015-10-10|22|13|22|20151128,,,,,
16|16|12|8|Jumpman|DRAKE & FUTURE|2015-10-10|52|12|32|20151128,,,,,
17|11|6|17|Locked Away|R. CITY featuring ADAM LEVINE|2015-08-08|85|6|27|20151128,,,,,
18|15|3|38|Watch Me|SILENTO|2015-03-14|98|3|51|20151128,,,,,
19|19|4|32|Lean On|MAJOR LAZER x DJ SNAKE featuring M0|2015-04-25|100|4|48|20151128,,,,,
20|23|20|2|Tennessee Whiskey|CHRIS STAPLETON|2015-11-21|23|20|4|20151128,,,,,
21|20|17|31|Renegades|X AMBASSADORS|2015-05-02|99|17|35|20151128,,,,,
22|24|2|43|Trap Queen|FETTY WAP|2015-02-07|86|2|52|20151128,,,,,
23|22|15|13|Hit The Quan|ILOVEMEMPHIS|2015-09-05|41|15|20|20151128,,,,,
24|27|24|10|Antidote|TRAVIS SCOTT|2015-09-26|75|16|26|20151128,,,,,
25|28|25|8|Die A Happy Man|THOMAS RHETT|2015-10-10|92|21|30|20151128,,,,,
26|25|5|21|Good For You|SELENA GOMEZ featuring A$AP ROCKY|2015-07-11|9|5|26|20151128,,,,,
27|51|27|2|I'll Show You|JUSTIN BIEBER|2015-11-21|51|19|12|20151128,,,,,
28|36|28|10|White Iverson|POST MALONE|2015-09-26|84|14|30|20151128,,,,,
29|26|3|15|Drag Me Down|ONE DIRECTION|2015-08-22|3|3|20|20151128,,,,,
30|21|12|12|Downtown|MACKLEMORE & RYAN LEWIS featuring ERIC NALLY, MELLE MEL, KOO|2015-09-12|94|12|20|20151128,,,
31|30|28|17|Where Ya At|FUTURE featuring DRAKE|2015-08-08|68|28|25|20151128,,,,,
32|32|31|5|Confident|DEMI LOVATO|2015-10-31|58|21|19|20151128,,,,,
33|34|1|36|See You Again|WIZ KHALIFA featuring CHARLIE PUTH|2015-03-28|100|1|52|20151128,,,,,
34|31|1|30|Cheerleader|OMI|2015-05-09|95|1|35|20151128,,,,,
35|35|7|18|My Way|FETTY WAP featuring MONTY|2015-08-01|87|7|21|20151128,,,,,
36|37|1|53|Uptown Funk!|MARK RONSON featuring BRUNO MARS|2014-11-29|65|1|55|20151128,,,,,
37|33|10|27|Photograph|ED SHEERAN|2015-05-30|92|10|30|20151128,,,,,
38|29|27|17|How Deep Is Your Love|CALVIN HARRIS & DISCIPLES|2015-08-08|60|27|20|20151128,,,,,
39|38|4|51|Shut Up And Dance|WALK THE MOON|2014-12-13|88|4|51|20151128,,,,,
40|44|10|4|Perfect|ONE DIRECTION|2015-11-07|10|10|20|20151128,,,,,
41|39|33|14|Again|FETTY WAP|2015-08-29|33|33|26|20151128,,,,,
42|53|42|7|Don't|BRYSON TILLER|2015-10-17|84|13|34|20151128,,,,,
43|42|42|6|Break Up In A Small Town|SAM HUNT|2015-10-24|90|29|20|20151128,,,,,
44|47|44|19|I'm Comin' Over|CHRIS YOUNG|2015-07-25|100|33|22|20151128,,,,,
45|41|2|58|Thinking Out Loud|ED SHEERAN|2014-10-25|69|2|58|20151128,,,,,
46|49|43|12|Smoke Break|CARRIE UNDERWOOD|2015-09-12|43|43|17|20151128,,,,,
47|40|6|31|Fight Song|RACHEL PLATTEN|2015-05-02|80|6|31|20151128,,,,,
48|59|48|5|Lay It All On Me|RUDIMENTAL featuring ED SHEERAN|2015-10-31|87|48|15|20151128,,,,,
49|46|8|37|Where Are U Now|SKRILLEX & DIPLO featuring JUSTIN BIEBER|2015-03-21|97|8|45|20151128,,,,,
50|56|50|12|No Role Modelz|J. COLE|2015-09-12|91|36|24|20151128,,,,,
51|55|50|18|Burning House|CAM|2015-08-01|94|29|25|20151128,,,,,
52|43|30|14|Strip It Down|LUKE BRYAN|2015-08-29|63|30|19|20151128,,,,,
53|48|44|19|Break Up With Him|OLD DOMINION|2015-07-25|99|44|20|20151128,,,,,
54|54|54|6|Back Up|DEJ LOAF featuring BIG SEAN|2015-10-24|83|47|18|20151128,,,,,
55|NEW|55|1|Adventure Of A Lifetime|COLDPLAY|2015-11-28|55|13|20|20151128,,,,,
56|52|21|15|Back To Back|DRAKE|2015-08-22|21|21|20|20151128,,,,,
57|64|57|4|Say It|TORY LANEZ|2015-11-07|90|23|24|20151128,,,,,
58|58|56|9|Come Get Her|RAE SREMMURD|2015-10-03|100|56|19|20151128,,,,,
59|63|59|9|Gonna|BLAKE SHELTON|2015-10-03|86|54|18|20151128,,,,,
60|61|59|15|Let Me See Ya Girl|COLE SWINDELL|2015-08-22|94|59|18|20151128,,,,,
61|NEW|61|1|Bet You Can't Do It Like Me|DLOW|2015-11-28|61|45|15|20151128,,,,,
62|62|62|14|Nothin' Like You|DAN + SHAY|2015-08-29|97|51|19|20151128,,,,,
63|66|63|9|Blase|TY DOLLA $IGN featuring FUTURE & RAE SREMMURD|2015-10-03|85|63|18|20151128,,,,,
64|68|64|4|Roses|THE CHAINSMOKERS featuring ROZES|2015-11-07|95|6|31|20151128,,,,,
65|NEW|65|1|History|ONE DIRECTION|2015-11-28|65|65|1|20151128,,,,,
66|69|66|6|The Fix|NELLY featuring JEREMIH|2015-10-24|94|62|19|20151128,,,,,
67|60|30|14|Love Myself|HAILEE STEINFELD|2015-08-29|96|30|16|20151128,,,,,
68|67|60|10|Liquor|CHRIS BROWN|2015-09-26|87|60|14|20151128,,,,,
69|71|69|6|Stressed Out|TWENTY ONE PILOTS|2015-10-24|95|2|50|20151128,,,,,
70|70|52|8|Big Rings|DRAKE & FUTURE|2015-10-10|75|52|20|20151128,,,,,
71|76|71|7|Hide Away|DAYA|2015-10-17|100|23|26|20151128,,,,,
72|73|72|6|Stay A Little Longer|BROTHERS OSBORNE|2015-10-24|99|46|20|20151128,,,,,
73|NEW|73|1|Writing's On The Wall|SAM SMITH|2015-11-28|73|73|1|20151128,,,,,
74|79|74|4|Gonna Know We Were Here|JASON ALDEAN|2015-11-07|92|54|15|20151128,,,,,
75|NEW|75|1|Alive|SIA|2015-11-28|75|75|1|20151128,,,,,
76|86|76|3|Exchange|BRYSON TILLER|2015-11-14|98|26|34|20151128,,,,,
77|78|77|5|I Got The Boy|JANA KRAMER|2015-10-31|92|56|16|20151128,,,,,
78|74|58|9|Right Hand|DRAKE|2015-10-03|66|58|19|20151128,,,,,
79|65|55|17|Anything Goes|FLORIDA GEORGIA LINE|2015-08-08|98|55|17|20151128,,,,,
80|82|80|5|Top Of The World|TIM McGRAW|2015-10-31|99|73|13|20151128,,,,,
81|72|11|20|Cool For The Summer|DEMI LOVATO|2015-07-18|36|11|20|20151128,,,,,
82|77|54|15|Comfortable|K CAMP|2015-08-22|91|54|15|20151128,,,,,
83|75|54|17|Save It For A Rainy Day|KENNY CHESNEY|2015-08-08|99|54|17|20151128,,,,,
84|81|57|8|RGF Island|FETTY WAP|2015-10-10|61|57|10|20151128,,,,,
85|80|53|8|Diamonds Dancing|DRAKE & FUTURE|2015-10-10|70|53|8|20151128,,,,,
86|85|79|4|Cake By The Ocean|DNCE|2015-11-07|79|9|46|20151128,,,,,
87|NEW|87|1|Traveller|CHRIS STAPLETON|2015-11-28|87|87|1|20151128,,,,,
88|NEW|88|1|Halo|JORDAN SMITH|2015-11-28|88|88|1|20151128,,,,,
89|83|83|2|Me, Myself & I|G-EAZY & BEBE REXHA|2015-11-21|83|7|37|20151128,,,,
90|88|88|3|I Love This Life|LOCASH|2015-11-14|97|56|18|20151128,,,,,
91|NEW|91|1|WTF (Where They From)|MISSY ELLIOTT featuring PHARRELL WILLIAMS|2015-11-28|91|22|14|20151128,,,,,
92|90|90|3|Dibs|KELSEA BALLERINI|2015-11-14|93|90|3|20151128,,,,,
93|89|89|5|$ave Dat Money|LIL DICKY featuring FETTY WAP & RICH HOMIE QUAN|2015-10-31|98|89|5|20151128,,,,,
94|NEW|94|1|Stand By You|RACHEL PLATTEN|2015-11-28|94|94|1|20151128,,,,,
95|87|86|5|Hold My Hand|JESS GLYNNE|2015-10-31|94|86|5|20151128,,,,,
96|NEW|96|1|My House|FLO RIDA|2015-11-28|96|4|39|20151128,,,,,
97|91|84|10|Ginza|J BALVIN|2015-09-26|98|84|10|20151128,,,,,
98|93|93|2|Play No Games|BIG SEAN featuring CHRIS BROWN & TY DOLLA $IGN|2015-11-21|93|93|2|20151128,,,,,
99|84|44|12|Levels|NICK JONAS|2015-09-12|87|44|12|20151128,,,,,
100|95|95|2|Beautiful Drug|ZAC BROWN BAND|2015-11-21|95|95|2|20151128,,,,,
1|1|1|2|Hello|ADELE|2015-11-14|1|1|26|20151121,,,,,
2|3|2|14|Hotline Bling|DRAKE|2015-08-22|66|2|36|20151121,,,,,
3|4|1|24|The Hills|THE WEEKND|2015-06-13|20|1|48|20151121,,,,,
4|2|2|2|Sorry|JUSTIN BIEBER|2015-11-14|2|1|42|20151121,,,,,
5|5|1|10|What Do You Mean?|JUSTIN BIEBER|2015-09-19|1|1|31|20151121,,,,,
6|6|4|24|Stitches|SHAWN MENDES|2015-06-13|89|4|52|20151121,,,,,
7|NEW|7|1|Focus|ARIANA GRANDE|2015-11-21|7|7|13|20151121,,,,,
8|7|5|10|Wildest Dreams|TAYLOR SWIFT|2015-09-19|15|5|26|20151121,,,,,
9|8|4|19|679|FETTY WAP featuring REMY BOYZ|2015-07-18|34|4|40|20151121,,,,,
10|13|10|18|Like I'm Gonna Lose You|MEGHAN TRAINOR featuring JOHN LEGEND|2015-07-25|95|8|39|20151121,,,,,
11|9|6|16|Locked Away|R. CITY featuring ADAM LEVINE|2015-08-08|85|6|27|20151121,,,,,
12|12|12|18|Ex's & Oh's|ELLE KING|2015-07-25|96|10|38|20151121,,,,,
13|15|13|14|Here|ALESSIA CARA|2015-08-22|95|5|34|20151121,,,,,
14|10|1|22|Can't Feel My Face|THE WEEKND|2015-06-27|24|1|41|20151121,,,,,
15|11|3|37|Watch Me|SILENTO|2015-03-14|98|3|51|20151121,,,,,
16|14|12|7|Jumpman|DRAKE & FUTURE|2015-10-10|52|12|32|20151121,,,,,
17|18|16|8|Same Old Love|SELENA GOMEZ|2015-10-03|43|5|28|20151121,,,,,
18|19|18|7|On My Mind|ELLIE GOULDING|2015-10-10|22|13|22|20151121,,,,,
19|17|4|31|Lean On|MAJOR LAZER x DJ SNAKE featuring M0|2015-04-25|100|4|48|20151121,,,,,
20|20|17|30|Renegades|X AMBASSADORS|2015-05-02|99|17|35|20151121,,,,,
21|16|12|11|Downtown|MACKLEMORE & RYAN LEWIS featuring ERIC NALLY, MELLE MEL, KOO|2015-09-12|94|12|20|20151121,,,
22|22|15|12|Hit The Quan|ILOVEMEMPHIS|2015-09-05|41|15|20|20151121,,,,,
23|NEW|23|1|Tennessee Whiskey|CHRIS STAPLETON|2015-11-21|23|20|4|20151121,,,,,
24|23|2|42|Trap Queen|FETTY WAP|2015-02-07|86|2|52|20151121,,,,,
25|21|5|20|Good For You|SELENA GOMEZ featuring A$AP ROCKY|2015-07-11|9|5|26|20151121,,,,,
26|24|3|14|Drag Me Down|ONE DIRECTION|2015-08-22|3|3|20|20151121,,,,,
27|32|27|9|Antidote|TRAVIS SCOTT|2015-09-26|75|16|26|20151121,,,,,
28|33|28|7|Die A Happy Man|THOMAS RHETT|2015-10-10|92|21|30|20151121,,,,,
29|27|27|16|How Deep Is Your Love|CALVIN HARRIS & DISCIPLES|2015-08-08|60|27|20|20151121,,,,,
30|31|28|16|Where Ya At|FUTURE featuring DRAKE|2015-08-08|68|28|25|20151121,,,,,
31|25|1|29|Cheerleader|OMI|2015-05-09|95|1|35|20151121,,,,,
32|35|31|4|Confident|DEMI LOVATO|2015-10-31|58|21|19|20151121,,,,,
33|26|10|26|Photograph|ED SHEERAN|2015-05-30|92|10|30|20151121,,,,,
34|30|1|35|See You Again|WIZ KHALIFA featuring CHARLIE PUTH|2015-03-28|100|1|52|20151121,,,,,
35|28|7|17|My Way|FETTY WAP featuring MONTY|2015-08-01|87|7|21|20151121,,,,,
36|37|36|9|White Iverson|POST MALONE|2015-09-26|84|14|30|20151121,,,,,
37|34|1|52|Uptown Funk!|MARK RONSON featuring BRUNO MARS|2014-11-29|65|1|55|20151121,,,,,
38|36|4|50|Shut Up And Dance|WALK THE MOON|2014-12-13|88|4|51|20151121,,,,,
39|42|33|13|Again|FETTY WAP|2015-08-29|33|33|26|20151121,,,,,
40|38|6|30|Fight Song|RACHEL PLATTEN|2015-05-02|80|6|31|20151121,,,,,
41|40|2|57|Thinking Out Loud|ED SHEERAN|2014-10-25|69|2|58|20151121,,,,,
42|52|42|5|Break Up In A Small Town|SAM HUNT|2015-10-24|90|29|20|20151121,,,,,
43|39|30|13|Strip It Down|LUKE BRYAN|2015-08-29|63|30|19|20151121,,,,,
44|29|10|3|Perfect|ONE DIRECTION|2015-11-07|10|10|20|20151121,,,,,
45|NEW|45|1|Thriller|MICHAEL JACKSON|2015-11-21|45|45|1|20151121,,,,,
46|41|8|36|Where Are U Now|SKRILLEX & DIPLO featuring JUSTIN BIEBER|2015-03-21|97|8|45|20151121,,,,,
47|46|46|18|I'm Comin' Over|CHRIS YOUNG|2015-07-25|100|33|22|20151121,,,,,
48|44|44|18|Break Up With Him|OLD DOMINION|2015-07-25|99|44|20|20151121,,,,,
49|51|43|11|Smoke Break|CARRIE UNDERWOOD|2015-09-12|43|43|17|20151121,,,,,
50|47|5|35|Want To Want Me|JASON DERULO|2015-03-28|45|5|35|20151121,,,,,
51|NEW|51|1|I'll Show You|JUSTIN BIEBER|2015-11-21|51|19|12|20151121,,,,,
52|43|21|14|Back To Back|DRAKE|2015-08-22|21|21|20|20151121,,,,,
53|54|53|6|Don't|BRYSON TILLER|2015-10-17|84|13|34|20151121,,,,,
54|58|54|5|Back Up|DEJ LOAF featuring BIG SEAN|2015-10-24|83|47|18|20151121,,,,,
55|50|50|17|Burning House|CAM|2015-08-01|94|29|25|20151121,,,,,
56|53|53|11|No Role Modelz|J. COLE|2015-09-12|91|36|24|20151121,,,,,
57|45|21|20|All Eyes On You|MEEK MILL featuring CHRIS BROWN & NICKI MINAJ|2015-07-11|81|21|20|20151121,,,,,
58|56|56|8|Come Get Her|RAE SREMMURD|2015-10-03|100|56|19|20151121,,,,,
59|62|59|4|Lay It All On Me|RUDIMENTAL featuring ED SHEERAN|2015-10-31|87|48|15|20151121,,,,,
60|48|30|13|Love Myself|HAILEE STEINFELD|2015-08-29|96|30|16|20151121,,,,,
61|59|59|14|Let Me See Ya Girl|COLE SWINDELL|2015-08-22|94|59|18|20151121,,,,,
62|63|62|13|Nothin' Like You|DAN + SHAY|2015-08-29|97|51|19|20151121,,,,,
63|70|63|8|Gonna|BLAKE SHELTON|2015-10-03|86|54|18|20151121,,,,,
64|72|64|3|Say It|TORY LANEZ|2015-11-07|90|23|24|20151121,,,,,
65|55|55|16|Anything Goes|FLORIDA GEORGIA LINE|2015-08-08|98|55|17|20151121,,,,,
66|66|66|8|Blase|TY DOLLA $IGN featuring FUTURE & RAE SREMMURD|2015-10-03|85|63|18|20151121,,,,,
67|65|60|9|Liquor|CHRIS BROWN|2015-09-26|87|60|14|20151121,,,,,
68|71|68|3|Roses|THE CHAINSMOKERS featuring ROZES|2015-11-07|95|6|31|20151121,,,,,
69|73|69|5|The Fix|NELLY featuring JEREMIH|2015-10-24|94|62|19|20151121,,,,,
70|64|52|7|Big Rings|DRAKE & FUTURE|2015-10-10|75|52|20|20151121,,,,,
71|76|71|5|Stressed Out|TWENTY ONE PILOTS|2015-10-24|95|2|50|20151121,,,,,
72|57|11|19|Cool For The Summer|DEMI LOVATO|2015-07-18|36|11|20|20151121,,,,,
73|77|73|5|Stay A Little Longer|BROTHERS OSBORNE|2015-10-24|99|46|20|20151121,,,,,
74|67|58|8|Right Hand|DRAKE|2015-10-03|66|58|19|20151121,,,,,
75|79|54|16|Save It For A Rainy Day|KENNY CHESNEY|2015-08-08|99|54|17|20151121,,,,,
76|80|76|6|Hide Away|DAYA|2015-10-17|100|23|26|20151121,,,,,
77|69|54|14|Comfortable|K CAMP|2015-08-22|91|54|15|20151121,,,,,
78|81|78|4|I Got The Boy|JANA KRAMER|2015-10-31|92|56|16|20151121,,,,,
79|85|79|3|Gonna Know We Were Here|JASON ALDEAN|2015-11-07|92|54|15|20151121,,,,,
80|75|53|7|Diamonds Dancing|DRAKE & FUTURE|2015-10-10|70|53|8|20151121,,,,,
81|78|57|7|RGF Island|FETTY WAP|2015-10-10|61|57|10|20151121,,,,,
82|89|82|4|Top Of The World|TIM McGRAW|2015-10-31|99|73|13|20151121,,,,,
83|NEW|83|1|Me, Myself & I|G-EAZY & BEBE REXHA|2015-11-21|83|7|37|20151121,,,,
84|60|44|11|Levels|NICK JONAS|2015-09-12|87|44|12|20151121,,,,,
85|83|79|3|Cake By The Ocean|DNCE|2015-11-07|79|9|46|20151121,,,,,
86|98|86|2|Exchange|BRYSON TILLER|2015-11-14|98|26|34|20151121,,,,,
87|86|86|4|Hold My Hand|JESS GLYNNE|2015-10-31|94|86|5|20151121,,,,,
88|97|88|2|I Love This Life|LOCASH|2015-11-14|97|56|18|20151121,,,,,
89|94|89|4|$ave Dat Money|LIL DICKY featuring FETTY WAP & RICH HOMIE QUAN|2015-10-31|98|89|5|20151121,,,,,
90|93|90|2|Dibs|KELSEA BALLERINI|2015-11-14|93|90|3|20151121,,,,,
91|92|84|9|Ginza|J BALVIN|2015-09-26|98|84|10|20151121,,,,,
92|87|87|6|New Americana|HALSEY|2015-10-17|95|87|6|20151121,,,,,
93|NEW|93|1|Play No Games|BIG SEAN featuring CHRIS BROWN & TY DOLLA $IGN|2015-11-21|93|93|2|20151121,,,,,
94|95|69|7|Scholarships|DRAKE & FUTURE|2015-10-10|86|69|7|20151121,,,,,
95|NEW|95|1|Beautiful Drug|ZAC BROWN BAND|2015-11-21|95|95|2|20151121,,,,,
96|NEW|96|1|Already Callin' You Mine|PARMALEE|2015-11-21|96|96|1|20151121,,,,,
97|99|97|2|Jugg|FETTY WAP featuring MONTY|2015-11-14|99|97|2|20151121,,,,,
98|68|68|2|Emperor's New Clothes|PANIC! AT THE DISCO|2015-11-14|68|68|2|20151121,,,,,
99|90|62|7|Digital Dash|DRAKE & FUTURE|2015-10-10|81|62|7|20151121,,,,,
100|NEW|100|1|We Went|RANDY HOUSER|2015-11-21|100|100|1|20151121,,,,,
1|NEW|1|1|Hello|ADELE|2015-11-14|1|1|26|20151114,,,,,
2|NEW|2|1|Sorry|JUSTIN BIEBER|2015-11-14|2|1|42|20151114,,,,,
3|2|2|13|Hotline Bling|DRAKE|2015-08-22|66|2|36|20151114,,,,,
4|1|1|23|The Hills|THE WEEKND|2015-06-13|20|1|48|20151114,,,,,
5|3|1|9|What Do You Mean?|JUSTIN BIEBER|2015-09-19|1|1|31|20151114,,,,,
6|4|4|23|Stitches|SHAWN MENDES|2015-06-13|89|4|52|20151114,,,,,
7|5|5|9|Wildest Dreams|TAYLOR SWIFT|2015-09-19|15|5|26|20151114,,,,,
8|6|4|18|679|FETTY WAP featuring REMY BOYZ|2015-07-18|34|4|40|20151114,,,,,
9|8|6|15|Locked Away|R. CITY featuring ADAM LEVINE|2015-08-08|85|6|27|20151114,,,,,
10|7|1|21|Can't Feel My Face|THE WEEKND|2015-06-27|24|1|41|20151114,,,,,
11|9|3|36|Watch Me|SILENTO|2015-03-14|98|3|51|20151114,,,,,
12|15|12|17|Ex's & Oh's|ELLE KING|2015-07-25|96|10|38|20151114,,,,,
13|18|13|17|Like I'm Gonna Lose You|MEGHAN TRAINOR featuring JOHN LEGEND|2015-07-25|95|8|39|20151114,,,,,
14|12|12|6|Jumpman|DRAKE & FUTURE|2015-10-10|52|12|32|20151114,,,,,
15|20|15|13|Here|ALESSIA CARA|2015-08-22|95|5|34|20151114,,,,,
16|13|12|10|Downtown|MACKLEMORE & RYAN LEWIS featuring ERIC NALLY, MELLE MEL, KOO|2015-09-12|94|12|20|20151114,,,
17|11|4|30|Lean On|MAJOR LAZER x DJ SNAKE featuring M0|2015-04-25|100|4|48|20151114,,,,,
18|16|16|7|Same Old Love|SELENA GOMEZ|2015-10-03|43|5|28|20151114,,,,,
19|19|19|6|On My Mind|ELLIE GOULDING|2015-10-10|22|13|22|20151114,,,,,
20|17|17|29|Renegades|X AMBASSADORS|2015-05-02|99|17|35|20151114,,,,,
21|14|5|19|Good For You|SELENA GOMEZ featuring A$AP ROCKY|2015-07-11|9|5|26|20151114,,,,,
22|21|15|11|Hit The Quan|ILOVEMEMPHIS|2015-09-05|41|15|20|20151114,,,,,
23|23|2|41|Trap Queen|FETTY WAP|2015-02-07|86|2|52|20151114,,,,,
24|24|3|13|Drag Me Down|ONE DIRECTION|2015-08-22|3|3|20|20151114,,,,,
25|22|1|28|Cheerleader|OMI|2015-05-09|95|1|35|20151114,,,,,
26|25|10|25|Photograph|ED SHEERAN|2015-05-30|92|10|30|20151114,,,,,
27|29|27|15|How Deep Is Your Love|CALVIN HARRIS & DISCIPLES|2015-08-08|60|27|20|20151114,,,,,
28|26|7|16|My Way|FETTY WAP featuring MONTY|2015-08-01|87|7|21|20151114,,,,,
29|10|10|2|Perfect|ONE DIRECTION|2015-11-07|10|10|20|20151114,,,,,
30|27|1|34|See You Again|WIZ KHALIFA featuring CHARLIE PUTH|2015-03-28|100|1|52|20151114,,,,,
31|28|28|15|Where Ya At|FUTURE featuring DRAKE|2015-08-08|68|28|25|20151114,,,,,
32|35|32|8|Antidote|TRAVIS SCOTT|2015-09-26|75|16|26|20151114,,,,,
33|36|33|6|Die A Happy Man|THOMAS RHETT|2015-10-10|92|21|30|20151114,,,,,
34|30|1|51|Uptown Funk!|MARK RONSON featuring BRUNO MARS|2014-11-29|65|1|55|20151114,,,,,
35|31|31|3|Confident|DEMI LOVATO|2015-10-31|58|21|19|20151114,,,,,
36|33|4|49|Shut Up And Dance|WALK THE MOON|2014-12-13|88|4|51|20151114,,,,,
37|44|37|8|White Iverson|POST MALONE|2015-09-26|84|14|30|20151114,,,,,
