,Category,Total,Field
14810,CLASSIC POP GROUPS,1,
14811,CLASSIC RECORD LABELS,1,
14812,CLASSIC RHYMES,1,
14813,CLASSIC ROCK,1,
14814,CLASSIC ROCK OPENING LINES,1,
14815,CLASSIC SCI-FI & HORROR FILMS,1,
14816,CLASSIC SITCOM CHARACTERS,1,
14817,CLASSIC SITCOMS BY CHARACTER,1,
14818,CLASSIC SONG LYRICS,1,
14819,CLASSIC SONGS,1,
14820,CLASSIC SONGS' FIRST LINES,1,
14821,CLASSIC SPORTS COMMERCIALS,1,
14822,CLASSIC STAR TREK,1,
14823,CLASSIC TEEN CINEMA,1,
14824,CLASSIC TELEVISION,1,
14825,CLASSIC TV CHARACTERS,1,
14826,CLASSIC TV COMEDY EPISODES,1,
14827,CLASSIC TV QUOTES,1,
14828,CLASSIC TV SHOWS BY CHARACTER,1,
14829,CLASSIC TV SHOWS BY CHARACTERS,1,
14830,CLASSIC TV THEME SONGS,1,
14831,CLASSIC TV THEMES,1,
14832,CLASSIC TV TITLE ROLES,1,
14833,CLASSIC TV TOONS,1,
14834,CLASSIC YUMMY ROCKERS,1,
14835,CLASSICAL COMPOSITIONS,1,
14836,CLASSICAL COMPOSITIONS BY CENTURY,1,
14837,CLASSICAL GAS,1,
14838,CLASSICAL GASES,1,
14839,CLASSICAL MUSIC ADJECTIVES,1,
14840,CLASSICAL MUSIC GOES TO THE MOVIES,1,
14841,CLASSICAL MUSIC ROCKS,1,
14842,CLASSICAL MUSIC SETTINGS,1,
14843,CLASSICAL MUSIC VENUES,1,
14844,CLASSICAL MUSIC... ON BANJO!,1,
14845,CLASSICAL MYTHOLOGY,1,
14846,CLASSICAL RADIO,1,
14847,"CLASSICAL REGGAE, MON",1,
14848,CLASSICAL ROCK,1,
14849,CLASSICAL SOUND EFFECTS,1,
14850,CLASSICAL TV THEMES,1,
14851,CLASSICAL WORKS' OTHER NAMES,1,
14852,CLASSIFICATION IS IN,1,
14853,"CLASSIFIED ""AD""s",1,
14854,CLASSIFIED 3 F,1,
14855,"CLASSIFIED ADS: ""HOME""S",1,
14856,CLASSROOM FILMS,1,
14857,CLASSY CLASSICAL CLASSICS,1,
14858,CLAUDIAS,1,
14859,CLAUSE,1,
14860,CLAWS,1,
14861,"CLEAN ""X""",1,
14862,CLEAN FREAK,1,
14863,CLEAN OUT YOUR CLOSET,1,
14864,CLEAN THIS PLACE UP!,1,
14865,CLEAN UP YOUR ACT,1,
14866,CLEAN YOURSELF UP,1,
14867,CLEANING OUT MY ATTIC,1,
14868,CLEANING UP,1,
14869,"CLEANING YOUR ""CLOCK""",1,
14870,CLEANUP TIME,1,
14871,CLEO,1,
14872,CLEO POTPOURRIO,1,
14873,CLEVELAND ATHLETES,1,
14874,CLEVELAND ROCKS!,1,
14875,CLEVER LOGOS,1,
14876,CLICHES IN OTHER WORDS...,1,
14877,CLICHES MADE FANCY,1,
14878,CLICHES OVER THE CELL PHONE,1,
14879,CLIFFHANGER,1,
14880,CLIFFS,1,
14881,CLIFFS NOTES AT THE MOVIES,1,
14882,CLIMATE,1,
14883,CLIMBING,1,
14884,CLING-ONS,1,
14885,CLINICALLY DEPRESSED,1,
14886,CLINT EASTWOOD MOVIE QUOTES,1,
14887,CLINT EASTWOOD: A CAREER IN HOLLYWOOD,1,
14888,CLINTON'S BILLS,1,
14889,CLINTON'S FIRST TERM,1,
14890,CLINTON AFTER THE PRESIDENCY,1,
14891,CLIO HALL OF FAME,1,
14892,CLIPS,1,
14893,CLOCKED,1,
14894,CLONING AROUND,1,
14895,CLOSE-UP,1,
14896,CLOSE BUT NO SITAR,1,
14897,CLOSE ENCOUNTERS,1,
14898,CLOSE ENCOUNTERS OF THE THIRD KIND,1,
14899,"CLOSE TO ""HOME""",1,
14900,CLOSERS,1,
14901,CLOSING THE BOOK,1,
14902,CLOSING WORDS IN THE CINEMA,1,
14903,CLOTH & FABRICS,1,
14904,CLOTHES ENCOUNTERS,1,
14905,CLOTHES MAKE THE IDIOM,1,
14906,CLOTHES MAKE THE LAND,1,
14907,CLOTHES MAKE THE MAN,1,
14908,CLOTHES MAKE THE PERSON,1,
14909,CLOTHES OFF OUR BACK,1,
14910,CLOTHING & FASHION,1,
14911,CLOTHING IN SONG,1,
14912,CLOTHING MATERIAL,1,
14913,CLOTHING MODERNE,1,
14914,CLOTHING NAME ORIGINS,1,
14915,CLOTHING WORDS,1,
14916,CLOWN CINEMA,1,
14917,CLOWN SONGS,1,
14918,CLUB,1,
14919,CLUB HOPPIN',1,
14920,CLUB ME,1,
14921,CLUB ME!,1,
14922,CLUB MED,1,
14923,CLUB TED,1,
14924,CLUBS,1,
14925,CLUBS & ORGANIZATIONS,1,
14926,CLUE,1,
14927,CLUES PAST THEIR FRESHNESS DATE,1,
14928,CLUES TO SECRET IDENTITIES,1,
14929,CNN ENVIRONMENT,1,
14930,CNN ON POLITICS,1,
14931,CNN RELIGION,1,
14932,CNN TOURISM,1,
14933,CNN WORLD LANGUAGES,1,
14934,COACHES,1,
14935,COACHING FOOTBALL,1,
14936,COACHING IN THE NFL,1,
14937,COAL,1,
14938,COAL RIDGE,1,
14939,COASTAL COMMUNITIES,1,
14940,COASTAL U.S. STATES,1,
14941,COASTING ALONG,1,
14942,COATS & JACKETS,1,
14943,COBBLERS,1,
14944,COBRA CABANA,1,
14945,COCA-COLA,1,
14946,COCA-COLA PRODUCTS AROUND THE WORLD,1,
14947,COCOA CHANNEL,1,
14948,CODA,1,
14949,CODES,1,
14950,COFFEE BRANDS,1,
14951,COFFEE DRINKS,1,
14952,COFFEE KLATCH,1,
14953,COFFEE TABLE BOOKS,1,
14954,COFFEE TALK,1,
14955,COFFEE TIME,1,
14956,"COFFEE, TEA OR MILK",1,
14957,COFFEES ALL AROUND,1,
14958,COHEN-CIDENTALLY,1,
14959,COIF MEDICINE,1,
14960,COIN OF THE REALM,1,
14961,COINAGE,1,
14962,COINED WORDS & PHRASES,1,
14963,COINS,1,
14964,COINS OF OUR REALM,1,
14965,COKE'S NON-SECRET INGREDIENTS,1,
14966,COLA,1,
14967,COLD,1,
14968,COLD-BLODDED ANIMALS,1,
14969,COLD-BLOODED KILLERS,1,
14970,COLD CALLS,1,
14971,COLD HARD CASH,1,
14972,COLD MOVIES,1,
14973,COLD PLAY,1,
14974,COLD SCIENCE,1,
14975,COLD WORLD OUT THERE,1,
14976,COLE MINING,1,
14977,COLIN POWELL,1,
14978,COLLECT THE WHOLE SERIES,1,
14979,COLLECTOR'S CORNER,1,
14980,COLLECTORS,1,
14981,COLLEGE-SET LITERATURE,1,
14982,"COLLEGE ""M""",1,
14983,"COLLEGE ""N"" SHOTS",1,
14984,COLLEGE ABROAD,1,
14985,COLLEGE ACTIVITIES,1,
14986,COLLEGE AKA,1,
14987,COLLEGE BASKETBALL COACHES,1,
14988,"COLLEGE CROSSWORD CLUES ""C""",1,
14989,COLLEGE EDUCATION,1,
14990,COLLEGE FADS,1,
14991,COLLEGE FILMS,1,
14992,COLLEGE FIRSTS,1,
14993,COLLEGE FOLK,1,
14994,COLLEGE FOOTBALL 2000,1,
14995,COLLEGE FOOTBALL COACHING LEGENDS,1,
14996,COLLEGE FOOTBALL FIELDS,1,
14997,COLLEGE FOOTBALL GEOGRAPHY,1,
14998,COLLEGE FOOTBALL HALL OF FAMERS,1,
14999,COLLEGE FOOTBALL HALL OF FAMERS' SCHOOLS,1,
15000,COLLEGE FOOTBALL HISTORY,1,
15001,COLLEGE FOOTBALL QUOTES,1,
15002,COLLEGE FOUNDERS,1,
15003,COLLEGE HANGOUTS,1,
15004,COLLEGE HOOPS,1,
15005,COLLEGE MAJORS,1,
15006,COLLEGE MATH,1,
15007,COLLEGE MEMORIES,1,
15008,COLLEGE NICKNAME'S THE SAME,1,
15009,COLLEGE PEOPLE,1,
15010,COLLEGE POTPOURRI,1,
15011,COLLEGE PROFESSORS,1,
15012,COLLEGE RADIO,1,
15013,COLLEGE RECOMMENDATIONS,1,
15014,COLLEGE SLANG,1,
15015,COLLEGE SPORTS FILMS,1,
15016,COLLEGE SPORTS RIVALRIES,1,
15017,COLLEGE SPORTS TEAM LOGOS,1,
15018,COLLEGE TEAM NAMES,1,
15019,COLLEGE TRIVIA,1,
15020,COLLEGE WORDS,1,
15021,COLLEGE WORLD,1,
15022,COLLEGES' HOME FOOTBALL STADIUMS,1,
15023,COLLEGES AND UNIVERSITIES,1,
15024,COLLEGES BY TEAM NAMES,1,
15025,COLLEGES IN OTHER WORDS,1,
15026,COLLEGES NAMED FOR PEOPLE,1,
15027,COLLEGES WITH MASS. APPEAL,1,
15028,"COLLEGES, HITHER & YON",1,
15029,"COLLEGES, NOT UNIVERSITIES",1,
15030,COLLEGIATE FINE DINING,1,
15031,COLLEGIATE LEXICON,1,
15032,COLLEGIATE MOVIE TITLES,1,
15033,COLLEGIATE RHYME TIME,1,
15034,COLLEGIATE SPORTS NICKNAMES,1,
15035,COLOGNE RANGER,1,
15036,COLOMBIA PICTURES,1,
15037,COLOMBIAN CONNECTIONS,1,
15038,COLONIAL ARTS,1,
15039,COLONIAL COLLEGES,1,
15040,COLONIAL EMPIRES,1,
15041,COLONIAL NAMES FOR COUNTRIES,1,
15042,COLONIAL NEW ENGLAND,1,
15043,COLONIAL WILLIAMSBURG,1,
15044,COLONIALISM IN AFRICA,1,
15045,COLONIES,1,
15046,COLONISTS,1,
15047,COLOR-FULL WORDS,1,
15048,COLOR FILMS,1,
15049,COLOR ME BAD,1,
15050,COLOR ME GOOD,1,
15051,COLOR MOVIES,1,
15052,COLOR PLEASE,1,
15053,COLORADO DREAMING,1,
15054,COLORFUL 19th CENTURY LIT,1,
15055,COLORFUL AMERICA,1,
15056,COLORFUL ANAGRAMS,1,
15057,COLORFUL BOOK TITLES,1,
15058,COLORFUL CHARACTERS,1,
15059,COLORFUL CREATURES,1,
15060,COLORFUL ENTERTAINMENT,1,
15061,COLORFUL FILM TITLES,1,
15062,COLORFUL FILMS,1,
15063,COLORFUL FOODS,1,
15064,COLORFUL GROUPS,1,
15065,COLORFUL HISTORY,1,
15066,COLORFUL IDIOMS,1,
15067,COLORFUL LIT,1,
15068,COLORFUL LITERATURE,1,
15069,COLORFUL LYRICS FROM COLORFUL SONGS,1,
15070,COLORFUL NAMES,1,
15071,COLORFUL OSCAR WINNING-FILMS,1,
15072,COLORFUL PLACES,1,
15073,COLORFUL SCIENCE,1,
15074,COLORFUL SPORTS,1,
15075,COLORFUL SPORTS TEAMS,1,
15076,COLORFUL VOCABULARY,1,
15077,COLORS EN ESPAÑOL,1,
15078,COLORS IN ITALIAN,1,
15079,COLORS IN NATURE,1,
15080,COLORS ON THE MAP,1,
15081,COLORULLY ALLITERATIVE,1,
15082,COLUMBUS,1,
15083,COLUMBUS DISCOVERS THE NEW WORLD,1,
15084,COMBAT!,1,
15085,COMBINED STATE ABBREV.,1,
15086,"COME ""IN""",1,
15087,COME AT THE KING,1,
15088,COME HERE OFTEN?,1,
15089,"COME ON, LIT HAPPY",1,
15090,COME SAIL AWAY,1,
15091,"COME SEE ABOUT ""ME""",1,
15092,COME TO GATHER,1,
15093,"COME TO OUR ""ADE""",1,
15094,COME TO OUR AIDE,1,
15095,COME TO THE POINT,1,
15096,COME TO YOUR CENSUS,1,
15097,COME TOGETHER,1,
15098,COME WHAT MAY,1,
15099,"COME, HO CHI MINH",1,
15100,COMEDIC CATCHPHRASES,1,
15101,COMEDIC TV PARTNERS,1,
15102,COMEDIE & TRAGEDIE FRANCAISE,1,
15103,COMEDY,1,
15104,COMEDY CENTRAL,1,
15105,COMEDY DUOS,1,
15106,COMEDY OF ERRORS,1,
15107,COMEDY TEAMS?,1,
15108,COMETS,1,
15109,COMETS & ASTEROIDS,1,
15110,COMFORT FOOD,1,
15111,COMIC-CON,1,
15112,COMIC ACTORS,1,
15113,COMIC BOOK VILLAINS,1,
15114,COMIC BOOK VILLAINY,1,
15115,COMIC BOOK WOMEN,1,
15116,COMIC GENIUSES,1,
15117,COMIC STRIP CANINES,1,
15118,COMIC STRIP CHARACTERS,1,
15119,COMIC STRIP DOGS,1,
15120,COMIC STRIP SETTINGS,1,
15121,COMIC STRIPS IN OTHER WORDS,1,
15122,COMICS & COMIC BOOKS,1,
15123,COMICS STRIP,1,
15124,COMIN' UP SHORT,1,
15125,COMING AT YOU IN 3-D,1,
15126,COMING OUT,1,
15127,COMING SOON... HISTORY!,1,
15128,COMING SUBTRACTIONS,1,
15129,COMING TO A CLOTHES,1,
15130,COMING TO VEGAS,1,
15131,COMING UP IN '99,1,
15132,COMING UP IN 2000,1,
15133,COMING UP IN 2014,1,
15134,COMING UP ROSES,1,
15135,COMMA SUTRA,1,
15136,COMMANDER & CHEF,1,
15137,COMMANDERS AT WAR,1,
15138,COMMENCEMENT CLICHES,1,
15139,COMMENCEMENT SPEECHES,1,
15140,COMMERCIAL SLOGANS,1,
15141,COMMERCIAL SUCCESS,1,
15142,COMMERCIALS,1,
15143,COMMIE TALK,1,
15144,COMMIES,1,
15145,COMMISSIONED ARTWORKS,1,
15146,COMMITTEES,1,
15147,COMMON  BONDS,1,
15148,COMMON ABBREVIATIONS,1,
15149,COMMON BLONDES,1,
15150,COMMON COLD,1,
15151,COMMON COMPUTER ABBREV.,1,
15152,COMMON LAST NAME'S THE SAME,1,
15153,COMMON PONDS,1,
15154,COMMON RHYMES,1,
15155,COMMON SIMILES,1,
15156,COMMOND BONDS,1,
15157,COMMUNICATION IS KEY,1,
15158,COMMUNISM,1,
15159,COMMUNISTS,1,
15160,COMMUNITIES,1,
15161,COMMUNITY COLLEGE ALUMNI,1,
15162,COMMUNITY COLLEGES,1,
15163,COMMUNITY THEATER,1,
15164,COMP. ABBREV.,1,
15165,COMPACTS,1,
15166,COMPANIES' PRODUCTS,1,
15167,COMPANIES NAMED AFTER PEOPLE,1,
15168,COMPANIES YOUNGER THAN YOU,1,
15169,COMPANY CARS,1,
15170,COMPANY LOGOS,1,
15171,COMPANY MEN,1,
15172,COMPANY NAMES,1,
15173,COMPANY TOWNS,1,
15174,COMPARATIVE CUISINE,1,
15175,COMPARATIVE LIT,1,
15176,COMPARING,1,
15177,COMPARISONS,1,
15178,COMPASS POINT MOVIES,1,
15179,COMPETITORS TO NASA,1,
15180,COMPLETE IT,1,
15181,COMPLETE THE AD SLOGAN,1,
15182,COMPLETE THE ANIMAL PHRASE,1,
15183,COMPLETE THE BIBLE QUOTE,1,
15184,COMPLETE THE BOOK TITLE,1,
15185,COMPLETE THE COMPANY NAME,1,
15186,COMPLETE THE HUGO AWARD-WINNING TITLE,1,
15187,COMPLETE THE NATIONAL BOOK AWARD TITLE,1,
15188,COMPLETE THE ORIGINAL ,1,
15189,COMPLETE THE POETIC RHYME,1,
15190,COMPLETE THE QUOTE,1,
15191,COMPLETELY BASSLESS,1,
15192,COMPLETES A PHRASE,1,
15193,COMPLETES THE ,1,
15194,COMPLETES THE '60s HIT,1,
15195,COMPLETES THE BESTSELLER TITLE,1,
15196,COMPLETES THE BOOK TITLE,1,
15197,COMPLETES THE BROADWAY SHOW TITLE,1,
15198,COMPLETES THE FAMOUS PHR--,1,
15199,COMPLETES THE LICENSE PLATE,1,
15200,COMPLETES THE MAJOR PAPER,1,
15201,COMPLETES THE NONFICTION TITLE,1,
15202,COMPLETES THE OLD PROVERB,1,
15203,COMPLETES THE OPERA,1,
15204,COMPLETES THE OPERA TITLE,1,
15205,COMPLETES THE PAIR,1,
15206,COMPLETES THE POETRY LINE,1,
15207,COMPLETES THE PULITZER-WINNING PLAY TITLE,1,
15208,COMPLETES THE QUOTATION,1,
15209,COMPLETES THE SHAKESPEARE QUOTE,1,
15210,COMPLETES THE TONY-WINNING PLAY TITLE,1,
15211,COMPLEXES,1,
15212,COMPLIMENTS FOR FISHING,1,
15213,COMPOSE YOURSELF!,1,
15214,COMPOSER RHYME TIME,1,
15215,COMPOSERS' COUNTRY OF BIRTH,1,
15216,COMPOSERS & RULERS,1,
15217,COMPOSERS & THEIR KIN,1,
15218,COMPOSERS & THEIR WORKS,1,
15219,COMPOSERS GO TO THE MOVIES,1,
15220,"COMPOSING, DECOMPOSING",1,
15221,COMPOUND WORD CONSTRUCTION,1,
15222,COMPOUNDS,1,
15223,COMPOUNDS IN ACTION,1,
15224,COMPTON'S ENCYCLOPEDIA,1,
15225,COMPUSPEAK,1,
15226,COMPUSTUFF,1,
15227,"COMPUTER ""E""s",1,
15228,"COMPUTER ""I""s",1,
15229,COMPUTER ABBREV.,1,
15230,COMPUTER ABBREVIATIONS,1,
15231,COMPUTER ACTIONS,1,
15232,COMPUTER CHARACTERS,1,
15233,COMPUTER CLASSES,1,
15234,COMPUTER GAMES,1,
15235,COMPUTER GAMING,1,
15236,COMPUTER GENIUSES,1,
15237,COMPUTER JARGON,1,
15238,COMPUTER LINGO,1,
15239,COMPUTER NAMES,1,
15240,COMPUTER ON!,1,
15241,COMPUTER PROGRAMS,1,
15242,COMPUTER RHYME TIME,1,
15243,COMPUTER SPEAK,1,
15244,COMPUTER STUFF,1,
15245,COMPUTER TERMINOLOGY,1,
15246,COMPUTERAMA,1,
15247,COMPUTERESE,1,
15248,COMPUTING,1,
15249,CON-CENTRATION,1,
15250,CON MEN,1,
15251,ConAgra FOODS,1,
15252,CONAN THE DOCUMENTARIAN,1,
15253,CONCERT HALLS,1,
15254,CONDIMENTIA,1,
15255,CONES,1,
15256,CONFESSIONS,1,
15257,CONFUSE US,1,
15258,CONFUSING WORD PAIRS,1,
15259,CONGRESS IS ALL A-TWITTER,1,
15260,CONGRESSIONAL COMMITTEES,1,
15261,"CONGRESSIONAL CROSSWORD CLUES ""C""",1,
15262,CONGRESSIONAL GLOSSARY,1,
15263,CONGRESSIONAL GOLD MEDAL RECIPIENTS,1,
15264,CONGRESSIONAL MISDEMEANORS,1,
15265,CONGRESSIONAL RECORD,1,
15266,CONJUNCTION JUNCTION,1,
15267,CONJUNCTIONS,1,
15268,CONNECT 4,1,
15269,CONNECT THE DOTS,1,
15270,CONNECT UP WITH CONNECTICUT,1,
15271,CONNECTICUTIES,1,
15272,CONNECTIONS,1,
15273,CONNERY...SEAN CONNERY,1,
15274,CONQUER,1,
15275,CONSERVATIVE,1,
15276,CONSERVATIVE READING LIST,1,
15277,CONSIDER THAT A DIVORCE,1,
15278,CONSONANT-FREE STATE CAPITALS,1,
15279,CONSONANT-LESS COUNTRIES,1,
15280,"CONSONANT, VOWEL, CONSONANT, VOWEL",1,
15281,CONSONANTS,1,
15282,CONSTANTINE,1,
15283,CONSTANTINOPLE,1,
15284,CONSTELLATION NAMES,1,
15285,CONSTELLATION REPRESENTATION,1,
15286,CONSTELLATION TRANSLATION,1,
15287,"CONSTELLATIONS, LITERALLY",1,
15288,CONSTITUTION,1,
15289,CONSTITUTION SIGNERS BY STATE,1,
15290,CONSTITUTION USA WITH PETER SAGAL,1,
15291,CONSTITUTIONAL NO-NOs,1,
15292,CONSTITUTIONAL POWERS OF CONGRESS,1,
15293,CONSUMER PRODUCTS,1,
15294,CONTAIN YOURSELF,1,
15295,CONTEMPORARY ART,1,
15296,CONTEMPORARY ART MUSEUMS,1,
15297,CONTEMPORARY FICTION,1,
15298,CONTEMPORARY THEATRE,1,
15299,CONTEMPORARY WOMEN AUTHORS,1,
15300,CONTENTS OF TABLES,1,
15301,CONTINENT BY COUNTRIES,1,
15302,CONTINENTAL,1,
15303,CONTINENTAL BREAKFAST,1,
15304,CONTINENTAL CONGRESS PRESIDENTS,1,
15305,CONTINENTAL CONGRESSMEN,1,
15306,CONTINENTAL DRIFTING,1,
15307,CONTINENTAL EXTREMES,1,
15308,CONTINENTAL GEOGRAPHY,1,
15309,CONTINENTAL SETTINGS,1,
15310,CONTINENTS' LOWEST POINTS,1,
15311,CONTINENTS BY COUNTRIES,1,
15312,CONTINENTS BY COUNTRY,1,
15313,CONTINENTS BY DESERT,1,
15314,CONTINENTS OF NOBEL PRIZE WINNERS,1,
15315,CONTRACT BRIDGE,1,
15316,CONTRACT KILLINGS,1,
15317,CONTRACTIONS,1,
15318,CONTRARY TO POPULAR BELIEF,1,
15319,CONTROL,1,
15320,"CONTROLLED ""BURN""",1,
15321,CONTROVERSIAL SPORTS CELEBS,1,
15322,CONTROVERSIAL TV,1,
15323,CONVENTION-AL WISDOM,1,
15324,CONVENTIONS,1,
15325,CONVERBS,1,
15326,CONVERSATIONAL GERMAN,1,
15327,CONVERSATIONS,1,
15328,CONVERSION,1,
15329,CONVERT THE ROMAN NUMERAL,1,
15330,CONVERT THE ROMAN NUMERALS,1,
15331,CONVEYANCES,1,
15332,COOK,1,
15333,COOK COUNTY,1,
15334,COOK ME UP!,1,
15335,"COOK UP SOME ""STU""",1,
15336,COOKBOOKS FOR KIDS,1,
15337,COOKIE MONSTER REVIEW NOVEL,1,
15338,COOKIN' UP CATFISH,1,
15339,"COOKING ""P""s",1,
15340,COOKING EQUIPMENT FOOD,1,
15341,COOKING METHODS,1,
15342,COOKING ON TV,1,
15343,COOKING VERBS,1,
15344,COOKING WEIGHTS & MEASURES,1,
15345,COOKS & BOOKS,1,
15346,"COOL ""AID""",1,
15347,COOL BUILDINGS,1,
15348,COOL CARS,1,
15349,COOL CATS,1,
15350,COOL IDEA,1,
15351,COOL MOVIES,1,
15352,COOL PLACES TO GO,1,
15353,COOL RHYMES,1,
15354,COOL YOUR JETS,1,
15355,COOL!,1,
15356,"COOPER: ALICE, GARY OR ANDERSON",1,
15357,COP ROCK,1,
15358,COP TALK,1,
15359,COPPING OUT AT THE MOVIES,1,
15360,COPPING OUT ON TV,1,
15361,CORAL REEF LIFE,1,
15362,CORKY THE CARNY,1,
15363,CORN FED,1,
15364,CORNHUSKER CINEMA,1,
15365,CORNY MOVIES,1,
15366,CORPORATE,1,
15367,CORPORATE BRANDS,1,
15368,CORPORATE HEADQUARTERS,1,
15369,CORPORATE HISTORY,1,
15370,CORPORATE HQ STATES,1,
15371,CORPORATE LOGOS,1,
15372,CORPORATE NAME ETYMOLOGY,1,
15373,CORPORATE SHENANIGANS,1,
15374,CORPORATE SPONSORSHIP,1,
15375,CORPORATE SPORTS VENUES,1,
15376,CORRECT ME IF I'M WRONG,1,
15377,CORRECTED PAPERS,1,
15378,CORRESPONDENTS,1,
15379,CORRUPTION JUNCTION,1,
15380,CORSICA,1,
15381,COSMETIC INDUSTRY,1,
15382,COSMETIC PROCEDURE,1,
15383,COSMETOLOGY,1,
15384,COSMOLOGY,1,
15385,COSTLY BREAKUPS,1,
15386,COSTUME PARTY,1,
15387,COSTUMES AT THE METROPOLITAN OPERA,1,
15388,COTE D'IVOIRE,1,
15389,COTTON IS KING,1,
15390,"COTTON, THE ACT",1,
15391,"COUGH, COUGH",1,
15392,COULD IT BE...SATAN?,1,
15393,COULD YOU TRANSLATE THAT FOR ME?,1,
15394,COULDN'T THINK OF A RHYME,1,
15395,"COUNT IT ""OFF""",1,
15396,COUNTDOWN,1,
15397,COUNTIES OF ENGLAND,1,
15398,"COUNTING DOWN TO ""MIDNIGHT""",1,
15399,COUNTING TO 2,1,
15400,COUNTRIES' BIGGEST CITIES,1,
15401,COUNTRIES' ETHNIC GROUPS,1,
15402,COUNTRIES' FORMER NAMES,1,
15403,COUNTRIES' LARGEST ETHNIC GROUPS,1,
15404,COUNTRIES' LOCAL NAMES,1,
15405,COUNTRIES' MEDALS & DECORATIONS,1,
15406,COUNTRIES' NATIONAL ANTHEMS,1,
15407,COUNTRIES' NATIVE NAMES,1,
15408,COUNTRIES' NO. 1 EXPORTS,1,
15409,COUNTRIES' PROVINCES,1,
15410,COUNTRIES' SECOND-LARGEST CITIES,1,
15411,COUNTRIES ALPHABETICALLY,1,
15412,COUNTRIES BY AIRPORTS,1,
15413,COUNTRIES BY AREA,1,
15414,COUNTRIES BY HOTEL,1,
15415,COUNTRIES BY ORDER,1,
15416,COUNTRIES BY WORLD HERITAGE SITES,1,
15417,"COUNTRIES ENDING IN ""E""",1,
15418,COUNTRIES IN 3 WORDS,1,
15419,COUNTRIES IN GERMAN,1,
15420,COUNTRIES IN OTHER WORDS,1,
15421,COUNTRIES IN SPACE,1,
15422,COUNTRIES LED BY WOMEN,1,
15423,COUNTRIES NAMED AFTER PEOPLE,1,
15424,COUNTRIES NAMED FOR PEOPLE,1,
15425,"COUNTRIES OF AFRIC""A""",1,
15426,COUNTRIES OF THE CARIBBEAN,1,
15427,"COUNTRIES ON THE ""M""AP",1,
15428,COUNTRIES ON THE DOLLAR,1,
15429,COUNTRIES SMALLER THAN PUERTO RICO,1,
15430,"COUNTRIES THAT END IN ""IA""",1,
15431,"COUNTRIES THAT END IN ""O""",1,
15432,COUNTRIES WITH SHORT COASTLINES,1,
15433,COUNTRIES WITHOUT THEIR VOWELS,1,
15434,COUNTRY & TOWN,1,
15435,COUNTRY & WESTERN MUSIC,1,
15436,COUNTRY ADD A LETTER,1,
15437,COUNTRY BORDERS,1,
15438,COUNTRY BY BEER,1,
15439,COUNTRY BY NEWSPAPERS,1,
15440,COUNTRY BY REGION,1,
15441,COUNTRY BY STATE,1,
15442,COUNTRY CONFUSION,1,
15443,COUNTRY COVERS,1,
15444,COUNTRY DIVAS,1,
15445,COUNTRY FEMALE VOCALIST OF THE YEAR GRAMMYS,1,
15446,COUNTRY MATH,1,
15447,COUNTRY MEN,1,
15448,COUNTRY MUSIC ALBUMS,1,
15449,COUNTRY MUSIC DRINKIN' SONGS,1,
15450,COUNTRY MUSIC DUET PARTNERS,1,
15451,COUNTRY MUSIC HALL OF FAME,1,
15452,COUNTRY MUSIC HALL OF FAME & MUSEUM,1,
15453,COUNTRY MUSIC LEGENDS,1,
15454,COUNTRY MUSIC MOVERS & SHAKERS,1,
15455,COUNTRY MUSIC STARS ON FILM,1,
15456,COUNTRY MUSIC TOURISM,1,
15457,COUNTRY NAME ETYMOLOGY,1,
15458,COUNTRY NAMES IN THEIR NATIVE TONGUE,1,
15459,COUNTRY OF ORIGIN,1,
15460,COUNTRY ROADS,1,
15461,COUNTRY SINGERS' NO. 1 HITS,1,
15462,COUNTRY SINGERS ON FILM,1,
15463,COUNTRY SINGERS WHO ACT,1,
15464,COUNTRY STARS,1,
15465,COUNTRY TWOSOMES,1,
15466,COUNTRY: STRONG,1,
15467,COUNTY CULTURE,1,
15468,COUPLES THERAPY,1,
15469,COUPLING ON TV,1,
15470,COUPONS FOLKS MIGHT WANT,1,
15471,COURAGEOUS CAPTAINS,1,
15472,COURSE CORRECTION,1,
15473,COURSES AT CALTECH,1,
15474,COURT-LY,1,
15475,COURT-LY LOVE,1,
15476,COURT APPOINTEES,1,
15477,COURT CASES,1,
15478,COURT DECISIONS 2010,1,
15479,COURT MONARCHS,1,
15480,COURTS,1,
15481,COURTS OF ALL SORTS,1,
15482,"COUSIN ""IT""",1,
15483,COUSTEAU,1,
15484,COVER BANDS,1,
15485,COVER GIRLS,1,
15486,COVER ME,1,
15487,COVER ME!,1,
15488,COVER YOUR TRACKS,1,
15489,COVERING BARON GROUND,1,
15490,COVERING YOUR BASES,1,
15491,COVERINGS,1,
15492,COW TIPPING,1,
15493,COWBOY LIFE,1,
15494,COWBOYS & CATTLEMEN,1,
15495,COWS,1,
15496,CRABBY!,1,
15497,CRABS,1,
15498,CRAC,1,
15499,CRACKER JACK,1,
15500,CRACKERS,1,
15501,CRACKLE,1,
15502,CRAFT,1,
15503,CRAFTSMANSHIP,1,
15504,CRAGS LIST,1,
15505,CRANBERRIES,1,
15506,CRASH,1,
15507,CRASHING THE PARTY,1,
15508,CRAYOLA CRAYON COLORS,1,
15509,CRAYOLA CRAYONS,1,
15510,CRAYOLA: A COLORFUL HISTORY,1,
15511,CRAZY 8s,1,
15512,CRAZY ABOUT QUEBEC,1,
15513,CRAZY EIGHTS,1,
