Record Number,"NYC Borough, Block, and Lot (BBL)",Co-reported BBL Status,BBLs Co-reported,Reported NYC Building Identification Numbers (BINs),Street Number,Street Name,Borough,Zip Code,BBL on the Covered Buildings List,DOF Benchmarking Submission Status,Site EUI(kBtu/ft2),Weather Normalized Site EUI(kBtu/ft2),Source EUI(kBtu/ft2),Weather Normalized Source EUI(kBtu/ft2),Municipally Supplied Potable Water - Indoor Intensity (gal/ft²),Automatic Water Benchmarking Eligible,Reported Water Method,ENERGY STAR Score,Total GHG Emissions(MtCO2e),Direct GHG Emissions(MtCO2e),Indirect GHG Emissions(MtCO2e),Reported Property Floor Area (Building(s)) (ft²),DOF Property Floor Area (Buildngs and Parking)(ft2),Primary Property Type - Self Selected,DOF Number of Buildings
4367558,1012750050,,,1035321,295,MADISON AVENUE      ,MANHATTAN,10017,Yes,In Compliance ,91990.6,91990.6,111179.9,111179.9,1253.06,No,Manual,1,1925407,0,1925407,315000,298648,Office,1
4368662,1015017501,,,1046972,1239,MADISON AVENUE      ,MANHATTAN,10128,Yes,In Compliance ,145.3,134.3,205.5,194.1,Not Available,No,None,Not Available,4987.1,3930.6,1056.5,467885,582673,Multifamily Housing,1
4369079,1013380012,,,1038771,321,EAST   45 STREET    ,MANHATTAN,10017,Yes,In Compliance ,142.2,Not Available,187.1,Not Available,Not Available,No,None,23,509.7,415.3,94.4,63000,58500,Multifamily Housing,1
4369103,2043230018,,,2049449,2160,MATTHEWS AVENUE     ,BRONX               ,10462,Yes,In Compliance ,57,56.7,94.8,94.5,Not Available,No,None,90,599.6,399.1,200.5,139122,136122,Multifamily Housing,1
4369118,4052630026,,,4119148,    35-30, 153 STREET         ,QUEENS,11354,Yes,In Compliance ,82.2,79.5,131.8,129.2,Not Available,No,None,67,355.1,243.9,111.2,59457,57457,Multifamily Housing,1
4369119,1011840007,,,1030986,305,WEST   72 STREET    ,MANHATTAN,10023,Yes,In Compliance ,41.6,Not Available,75.9,Not Available,Not Available,No,None,97,161,83.8,77.2,60387,56074,Multifamily Housing,1
4369179,3017547502,,,3393745,756,MYRTLE AVENUE       ,BROOKLYN            ,11206,Yes,In Compliance ,62.1,59.8,114.7,111.7,42.67,Yes,ABS,71,498.8,254.4,244.3,124537,140000,Multifamily Housing,1
4369261,1021390517,,,1063448,4,SOUTH PINEHURST AVE ,MANHATTAN,10033,Yes,In Compliance ,61.9,57.6,92.3,87.9,92.91,Yes,ABS,Not Available,279.7,210.8,68.9,59805,59805,Multifamily Housing,1
4369447,1015160042,,,1048059,170,EAST   88 STREET    ,MANHATTAN,10128,Yes,In Compliance ,56.6,Not Available,106.1,Not Available,Not Available,Yes,None,40,205.5,101.7,103.7,55961,50874,Multifamily Housing,1
4370140,4036080001,,,4087416,    63-35,FRESH POND ROAD     ,QUEENS,11385,Yes,In Compliance ,Not Available,Not Available,Not Available,Not Available,Not Available,Yes,None,Not Available,Not Available,Not Available,Not Available,59589,59589,Self-Storage Facility,1
4370182,4107700017,,,4230873,   218-28,  97 AVENUE         ,QUEENS,11429,Yes,In Compliance ,Not Available,Not Available,Not Available,Not Available,Not Available,No,None,Not Available,0,0,0,132777,132777,Self-Storage Facility,1
4370201,1007990067,,,1014966,148,WEST   24 STREET    ,MANHATTAN,10011,Yes,In Compliance ,94.8,Not Available,156.1,Not Available,Not Available,Yes,None,82,459.9,308.9,151,64467,59508,Office,1
4370217,1012470057,,,1033929,137,RIVERSIDE DRIVE     ,MANHATTAN,10024,Yes,In Compliance ,74.6,Not Available,105.7,Not Available,Not Available,No,None,50,590.3,465.9,124.4,105940,98373,Multifamily Housing,1
4370233,1012107501,,,1031798,402,COLUMBUS AVENUE     ,MANHATTAN,10024,Yes,In Compliance ,82.4,Not Available,160.1,Not Available,Not Available,Yes,None,8,1365.5,690,675.5,228193,228193,Multifamily Housing,1
4370240,1001347503,,,1001446,9,MURRAY STREET       ,MANHATTAN,10007,Yes,In Compliance ,74.2,Not Available,144,Not Available,Not Available,No,None,10,695.4,370.5,324.9,121028,110853,Multifamily Housing,1
4370544,3013270034,,,3035244,100,LEFFERTS AVENUE     ,BROOKLYN            ,11225,Yes,In Compliance ,84.3,Not Available,129.2,Not Available,46.93,Yes,ABS,38,302.1,207.9,94.2,58024,57993,Multifamily Housing,1
4370545,1016737501,,,1052654,325,EAST  101 STREET    ,MANHATTAN,10029,Yes,In Compliance ,68.8,67.4,136.6,135.1,33.71,Yes,ABS,26,237.6,105,132.6,51934,51774,Multifamily Housing,1
4370551,2024610045,,,2002814,940,GRAND CONCOURSE     ,BRONX               ,10451,Yes,In Compliance ,117.4,110.5,151.8,144.7,Not Available,No,None,16,1283.2,1095.7,187.6,145728,145728,Multifamily Housing,1
4370612,3087090100,,,3245430,125,BRIGHTON   11 STREET,BROOKLYN            ,11235,Yes,In Compliance ,23.1,Not Available,47.7,Not Available,65.47,Yes,ABS,100,200.6,89.7,110.9,117600,117600,Multifamily Housing,1
4370627,3087220475,,,3245728,200,BRIGHTON   15 STREET,BROOKLYN            ,11235,Yes,In Compliance ,67.6,Not Available,81.4,Not Available,Not Available,No,None,92,494.2,444.9,49.3,96600,96600,Multifamily Housing,1
4370635,1021670024,,,1063985,220,WADSWORTH AVENUE    ,MANHATTAN,10033,Yes,In Compliance ,100.3,94.7,137.7,131.7,100.26,Yes,ABS,28,328.1,255.4,72.7,56652,56652,Multifamily Housing,1
4370680,1020910048,,,1062372,676,RIVERSIDE DRIVE     ,MANHATTAN,10031,Yes,In Compliance ,76,72.2,107,103,Not Available,No,None,67,451.8,341.7,110.1,102068,102068,Multifamily Housing,1
4370684,3053070045,,,3123690,70,DAHILL ROAD         ,BROOKLYN            ,11218,Yes,In Compliance ,51.8,Not Available,74.5,Not Available,Not Available,No,None,97,461.8,342.1,119.7,149450,149450,Multifamily Housing,1
4370695,1020690001,,,1061700,67,ST NICHOLAS PLACE   ,MANHATTAN,10031,Yes,In Compliance ,121.8,105.8,149.6,133.5,121.24,Yes,ABS,18,622.6,551.8,70.8,68754,68754,Multifamily Housing,1
4370708,4015660039,,,4039159,    92-29,LAMONT AVENUE       ,QUEENS,11373,Yes,In Compliance ,137.5,134.8,198,195,Not Available,Yes,None,11,543.5,404.6,138.9,64575,61500,Multifamily Housing,1
4370710,3087110085,,,3245472,79,BRIGHTON   11 STREET,BROOKLYN            ,11235,Yes,In Compliance ,28,Not Available,51.5,Not Available,78.01,Yes,ABS,100,97.1,52.5,44.7,50500,50500,Multifamily Housing,1
4370715,1020900040,,,1027095,612,WEST  144 STREET    ,MANHATTAN,10031,Yes,In Compliance ,117.3,112.1,155,149.7,104.32,Yes,ABS,14,344.7,279.6,65.1,51570,51570,Multifamily Housing,1
4370726,1021360020,,,1063308,838,RIVERSIDE DRIVE     ,MANHATTAN,10032,Yes,In Compliance ,89.2,82,116,108.2,Not Available,No,None,55,284.1,234.4,49.7,56190,56190,Multifamily Housing,1
4370735,1021360106,,,1063326,884,RIVERSIDE DRIVE     ,MANHATTAN,10032,Yes,In Compliance ,91.3,85,110.5,104.1,Not Available,No,None,62,512.7,459.3,53.4,75852,75852,Multifamily Housing,1
4370740,3011900001,,,3029718,921,WASHINGTON AVENUE   ,BROOKLYN            ,11225,Yes,In Compliance ,19.7,Not Available,48.4,Not Available,Not Available,No,None,100,127.3,37.7,89.5,80500,80500,Multifamily Housing,1
4370745,3011920018,,,3029726,941,WASHINGTON AVENUE   ,BROOKLYN            ,11225,Yes,In Compliance ,105.5,99,144.1,137.4,Not Available,No,None,22,395.1,309.2,85.9,65000,65000,Multifamily Housing,1
4370754,3052860001,,,3122848,30,OCEAN PARKWAY       ,BROOKLYN            ,11218,Yes,In Compliance ,36.9,Not Available,41,Not Available,46.83,Yes,Manual,100,350,334,15.9,169430,169422,Multifamily Housing,1
4370861,1021370046,,,1063358,66,FT WASHINGTON AVENUE,MANHATTAN,10032,Yes,In Compliance ,94.4,87.5,128.5,121.2,88.43,Yes,ABS,38,370.5,291,79.5,68178,68178,Multifamily Housing,1
4370863,1021370040,,,1063357,80,FT WASHINGTON AVENUE,MANHATTAN,10032,Yes,In Compliance ,72.1,69.1,83.4,80.1,99.13,Yes,ABS,91,271.3,250.4,20.9,68838,68838,Multifamily Housing,1
4370871,1021420161,,,1063504,326,FT WASHINGTON AVENUE,MANHATTAN,10033,Yes,In Compliance ,98.4,92.7,136,130,Not Available,No,None,30,435.6,336.2,99.4,76536,76536,Multifamily Housing,1
4370909,1021210024,,,1062893,1090,ST NICHOLAS AVENUE  ,MANHATTAN,10032,Yes,In Compliance ,94.2,Not Available,141.1,Not Available,94.03,Yes,ABS,25,362.4,270.8,91.6,51550,51550,Multifamily Housing,1
4370918,1021370091,,,1063365,86,FT WASHINGTON AVENUE,MANHATTAN,10032,Yes,In Compliance ,99.2,Not Available,138.7,Not Available,133.07,Yes,ABS,27,485.2,381.4,103.9,72090,72090,Multifamily Housing,1
4370920,3051220012,,,3117592,120,EAST   19 STREET    ,BROOKLYN            ,11226,Yes,In Compliance ,81.1,77.8,110.7,107.3,78.37,Yes,ABS,62,292,228.6,63.4,62500,62500,Multifamily Housing,1
4370973,2057540090,,,2083557,225,WEST  232 STREET    ,BRONX               ,10463,Yes,In Compliance ,116,112.2,153.9,150.3,Not Available,Yes,None,15,756.6,632.1,124.5,87510,87510,Multifamily Housing,1
4370978,2024960046,,,2003025,1184,CROMWELL AVENUE     ,BRONX               ,10452,Yes,In Compliance ,97.7,97.6,130,129.9,125.12,Yes,ABS,37,503.6,419.5,84.1,69696,69969,Multifamily Housing,1
4370985,2024610058,,,2002815,960,GRAND CONCOURSE     ,BRONX               ,10451,Yes,In Compliance ,142.3,134.3,180.4,172.2,107.56,Yes,ABS,4,1020.1,883.7,136.4,96126,96126,Multifamily Housing,1
4370986,2039060001,,,2028349,1110,WYATT STREET        ,BRONX               ,10460,Yes,In Compliance ,131.3,123.3,178.2,169.7,139.09,Yes,ABS,5,795,650.2,144.8,82800,82800,Multifamily Housing,1
4370989,2039060010,,,2028350,1120,WYATT STREET        ,BRONX               ,10460,Yes,In Compliance ,127,123.7,162.2,158.7,56.82,Yes,ABS,10,876.9,747.3,129.6,105360,105360,Multifamily Housing,1
4370992,2037670082,,,2024878,1221,WHITE PLAINS ROAD   ,BRONX               ,10472,Yes,In Compliance ,133.4,124,170.2,160.6,142.67,Yes,ABS,7,942.3,810.6,131.7,97000,97000,Multifamily Housing,1
4370996,2037670077,,,2024877,1231,WHITE PLAINS ROAD   ,BRONX               ,10472,Yes,In Compliance ,125.8,115.5,155.2,144.8,145.88,Yes,ABS,14,894.6,790.1,104.5,97000,98000,Multifamily Housing,1
4370998,2028350026,,,2008010,1505,GRAND CONCOURSE     ,BRONX               ,10452,Yes,In Compliance ,109.9,104.1,142.4,136.5,Not Available,No,None,24,806.1,686.2,120,99000,99000,Multifamily Housing,1
4371001,2028650032,,,2008422,1566,MACOMBS ROAD        ,BRONX               ,10452,Yes,In Compliance ,100.6,100.5,136.3,136,121.04,Yes,ABS,30,450.2,369.8,80.5,60000,60000,Multifamily Housing,1
4371002,2028270046,,,2007907,1895,MORRIS AVENUE       ,BRONX               ,10453,Yes,In Compliance ,134.5,129.1,180.2,174.9,Not Available,No,None,4,529,438.2,90.7,52800,52800,Multifamily Housing,1
4371003,2028080012,,,2007683,1939,GRAND CONCOURSE     ,BRONX               ,10453,Yes,In Compliance ,138.9,129.4,177.2,167.6,Not Available,No,None,5,971.8,837.5,134.3,94000,94000,Multifamily Housing,1
4371004,2031600024,,,2013743,2065,GRAND CONCOURSE     ,BRONX               ,10453,Yes,In Compliance ,107.3,100,139.6,132.3,42.23,Yes,ABS,26,666.3,565.1,101.2,83910,83910,Multifamily Housing,1
4371006,2031560009,,,2013631,2070,GRAND CONCOURSE     ,BRONX               ,10457,Yes,In Compliance ,123.6,118.6,160.8,155.8,Not Available,No,None,11,801.7,680.5,121.2,87156,87156,Multifamily Housing,1
4371008,2042880045,,,2048797,2125,HOLLAND AVENUE      ,BRONX               ,10462,Yes,In Compliance ,117.8,113.1,151.3,146.6,Not Available,No,None,17,573.1,491.3,81.9,65418,65418,Multifamily Housing,1
4371013,2039470001,,,2041215,2141,STARLING AVENUE     ,BRONX               ,10462,Yes,In Compliance ,117.4,Not Available,160.7,Not Available,88.52,Yes,ABS,11,731.1,585.4,145.7,93000,93000,Multifamily Housing,1
4371018,2039470040,,,2041222,2145,STARLING AVENUE     ,BRONX               ,10462,Yes,In Compliance ,112.5,Not Available,157.1,Not Available,85.07,Yes,ABS,13,702.7,551.8,150.9,93000,93000,Multifamily Housing,1
4371021,2043170040,,,2049375,2185,BOLTON STREET       ,BRONX               ,10462,Yes,In Compliance ,116.3,111.1,151,145.6,79.73,Yes,ABS,17,550.4,463.2,87.2,70704,70704,Multifamily Housing,1
4371026,2043480005,,,2050059,2310,HOLLAND AVENUE      ,BRONX               ,10467,Yes,In Compliance ,126.7,120.9,171,164.7,124.09,Yes,ABS,7,599.7,492.3,107.4,65250,65250,Multifamily Housing,1
4371031,2033040010,,,2017132,2664,GRAND CONCOURSE     ,BRONX               ,10458,Yes,In Compliance ,112.1,112.1,156.1,156,Not Available,No,None,13,586.7,463.2,123.6,77000,77000,Multifamily Housing,1
4371034,2033140057,,,2017428,2685,GRAND CONCOURSE     ,BRONX               ,10468,Yes,In Compliance ,119.7,115,151.8,146.9,102.11,Yes,ABS,16,657.6,569.5,88.1,73794,73794,Multifamily Housing,1
4371037,2033040055,,,2017136,2701,VALENTINE AVENUE    ,BRONX               ,10458,Yes,In Compliance ,95.7,92.5,127.6,124.3,103.28,Yes,ABS,40,526.2,437.8,88.4,73974,73974,Multifamily Housing,1
4371042,2033150089,,,2017465,2805,GRAND CONCOURSE     ,BRONX               ,10468,Yes,In Compliance ,94.4,90.4,122.5,118.2,79.18,Yes,ABS,46,376.3,320.1,56.1,53575,53575,Multifamily Housing,1
4371045,2032500005,,,2015396,2830,SEDGWICK AVENUE     ,BRONX               ,10468,Yes,In Compliance ,93,93.1,129.7,130.1,Not Available,No,None,37,373.3,298.7,74.7,54000,54000,Multifamily Housing,1
4371047,2033200060,,,2017622,2922,GRAND CONCOURSE     ,BRONX               ,10458,Yes,In Compliance ,99.4,96.8,125.5,123,126.13,Yes,ABS,42,490,425.4,64.6,66469,66469,Multifamily Housing,1
4371048,2033470010,,,2018349,3260,PERRY AVENUE        ,BRONX               ,10467,Yes,In Compliance ,85.7,81.6,113.7,109.2,62.54,Yes,ABS,58,337,281.5,55.5,52800,52800,Multifamily Housing,1
4371049,2033560146,,,2018647,3525,DECATUR AVENUE      ,BRONX               ,10467,Yes,In Compliance ,48.2,41.3,82,75,Not Available,No,None,92,333.9,214,119.9,92988,92988,Multifamily Housing,1
4371055,2033280090,,,2017807,3556,ROCHAMBEAU AVENUE   ,BRONX               ,10467,Yes,In Compliance ,90.6,86,113.1,108.5,109.38,Yes,ABS,58,709.2,620.8,88.4,106550,106550,Multifamily Housing,1
4371057,2057960117,,,2124437,3620,OXFORD AVENUE       ,BRONX               ,10463,Yes,In Compliance ,42.7,40.4,134,126.9,Not Available,No,None,32,207.2,0,207.2,58542,58542,Multifamily Housing,1
4371058,2032630007,,,2016000,3810,BAILEY AVENUE       ,BRONX               ,10463,Yes,In Compliance ,122.7,116.8,157.3,151.2,13.39,Yes,ABS,13,493.5,423.8,69.7,54000,54001,Multifamily Housing,1
4371060,1020990049,,,1062472,640,WEST  153 STREET    ,MANHATTAN,10031,Yes,In Compliance ,101,83.5,140.9,123.4,116,Yes,ABS,25,542.1,433.7,108.4,72030,72030,Multifamily Housing,1
4371066,2033040035,,,2017135,2720,GRAND CONCOURSE     ,BRONX               ,10458,Yes,In Compliance ,112.8,107.4,143.2,137.5,102.17,Yes,Manual,23,2140.6,1851.6,289,255200,255200,Multifamily Housing,1
4371475,2032640104,,,2016115,188,WEST  230 STREET    ,BRONX               ,10463,Yes,In Compliance ,78.7,74.9,211.1,204.1,6.97,Yes,ABS,54,354.8,54.1,300.7,59000,59000,Office,1
4371551,3086920001,,,3245123,3111,BRIGHTON    7 STREET,BROOKLYN            ,11235,Yes,In Compliance ,64.1,61.7,84,81.5,Not Available,No,None,91,316.6,259.8,56.8,84420,72360,Multifamily Housing,1
4371553,1012750069,,,1035328,473,   5 AVENUE         ,MANHATTAN,10017,Yes,In Compliance ,44,39.9,74.5,69.6,Not Available,No,None,Not Available,841.1,0,841.1,270775,220413,Office,1
4371555,1013387503,,,1038775,809,   1 AVENUE         ,MANHATTAN,10017,Yes,In Compliance ,109.5,106.9,278,275.7,Not Available,No,None,49,851.9,0,851.9,100000,102986,Office,1
4372197,1012677501,,,1034511,25,WEST   51 STREET    ,MANHATTAN,10019,Yes,In Compliance ,96.4,93.1,218.1,209.9,Not Available,No,None,42,702.3,222.7,479.6,103429,103429,Hotel,1
4372203,1008600061,,,1016972,129,MADISON AVENUE      ,MANHATTAN,10016,Yes,In Compliance ,94.3,93.5,200.1,197.7,Not Available,Yes,None,61,695,308.5,386.5,94870,94870,Hotel,1
4372206,1013790026,,,1041080,37,EAST   64 STREET    ,MANHATTAN,10065,Yes,In Compliance ,149.7,146.9,314.2,310.9,Not Available,No,None,6,1388.4,0,1388.4,125274,125274,Hotel,1
4372208,1009980047,,,1022645,126,WEST   46 STREET    ,MANHATTAN,10036,Yes,In Compliance ,288491.5,290135.5,303049,304775.3,Not Available,No,None,1,1746582.4,1745981,601.4,113969,113969,Hotel,1
4372211,1010277501,,,1024878,870,   7 AVENUE         ,MANHATTAN,10019,Yes,In Compliance ,28576.3,28473.1,89666.1,89345.3,Not Available,No,None,1,2489949,0,2489949,1050872,1050872,Hotel,1
4372213,4000840023,,,4000702,4555,PEARSON STREET      ,QUEENS,11101,Yes,In Compliance ,27.4,27.4,45,45,Not Available,No,None,Not Available,452.3,308.5,143.9,213000,213000,Self-Storage Facility,1
4372225,1008340029,,,1015849,17,WEST   32 STREET    ,MANHATTAN,10001,Yes,In Compliance ,113.2,112.8,216.5,215.2,Not Available,Yes,None,20,649.7,350.3,299.4,75568,64577,Hotel,1
4372228,1008330049,,,1015824,6,WEST   32 STREET    ,MANHATTAN,10001,Yes,In Compliance ,96.1,92.7,206.9,198.7,Not Available,Yes,None,18,554.2,201.7,352.5,83753,80185,Hotel,1
4372231,1012620009,,,1081126,59,WEST   46 STREET    ,MANHATTAN,10036,Yes,In Compliance ,87.5,85.4,161.9,159.8,Not Available,No,None,39,726,419.4,306.6,107116,94665,Hotel,1
4372233,1008860030,,,1018312,161,LEXINGTON AVENUE    ,MANHATTAN,10016,Yes,In Compliance ,125.7,117,211.5,199.6,Not Available,No,None,22,505.1,333.1,172,52222,51953,Hotel,1
4372237,1013770047,,,1040906,28,EAST   63 STREET    ,MANHATTAN,10065,Yes,In Compliance ,115.4,115.4,314.9,314.9,Not Available,No,None,19,639.1,0,639.1,69725,69725,Hotel,1
4372239,1008410071,,,1080745,38,WEST   40 STREET    ,MANHATTAN,10018,Yes,In Compliance ,157.4,154.8,339.6,335.6,Not Available,No,None,17,1356.1,491.8,864.3,125000,124035,Hotel,1
4372240,1013110058,,,1036890,690,LEXINGTON AVENUE    ,MANHATTAN,10022,Yes,In Compliance ,63.1,62.3,195.3,192.9,Not Available,No,None,63,576.9,7.9,568.9,111084,111084,Hotel,1
4372242,1009980018,,,1022637,125,WEST   45 STREET    ,MANHATTAN,10036,Yes,In Compliance ,153.7,152.4,356.3,352,Not Available,No,None,5,671.3,0,671.3,57520,57520,Hotel,1
4372247,1000167513,,,1085789,10,LITTLE WEST STREET  ,MANHATTAN,10280,Yes,In Compliance ,21.7,21.6,68.1,67.8,Not Available,No,None,92,917.3,0,917.3,509831,562340,Hotel,1
4372365,1010500049,,,1070031,440,WEST   41 STREET    ,MANHATTAN,10036,Yes,In Compliance ,60.3,57.7,189.4,181.3,Not Available,No,None,3,323.4,0,323.4,64662,64662,Multifamily Housing,1
4372366,3055300001,,,3132689,6201,  15 AVENUE         ,BROOKLYN            ,11219,Yes,In Compliance ,55,54.8,156.8,156.7,Not Available,No,None,84,654.7,74,580.7,147520,147520,Office,1
4372369,4098110016,,,4209935,    91-31, 175 STREET         ,QUEENS,11432,Yes,In Compliance ,52.7,52.3,165.5,164.3,Not Available,No,None,90,495.1,0,495.1,113240,113240,Senior Care Community,1
4373716,3064150006,,,3168023,8747,BAY PARKWAY         ,BROOKLYN            ,11214,Yes,In Compliance ,111.6,Not Available,142,Not Available,Not Available,No,None,20,537.8,453.6,84.3,85633,73400,Multifamily Housing,1
4373960,2025840001,,,2093977,780,EAST  133 STREET    ,BRONX               ,10454,Yes,In Compliance ,43.7,Not Available,76.1,Not Available,Not Available,No,None,71,109.6,61.9,47.7,39828,59829,Non-Refrigerated Warehouse,1
4374696,2025120015,,,2003209,1041,NELSON AVENUE       ,BRONX               ,10452,Yes,In Compliance ,127.4,120.2,155.1,147.6,Not Available,No,None,11,572.4,511.7,60.8,59087,57720,Multifamily Housing,1
4374813,3083747505,,,3413553,1561,ROYCE STREET        ,BROOKLYN            ,11234,Yes,In Compliance ,2.3,Not Available,3.8,Not Available,Not Available,No,None,100,38.1,23.6,14.5,264487,248610,Multifamily Housing,1
4374921,2043220001,,,2049428,821,LYDIG AVENUE        ,BRONX               ,10462,Yes,In Compliance ,89.7,87.1,125.7,122.9,Not Available,No,None,28,429.4,337,92.4,69923,56000,Multifamily Housing,1
4375686,1007610028,,,Not Available,307,WEST   37 STREET    ,MANHATTAN,10018,Yes,In Compliance ,39.8,38.7,70.1,67.4,35.47,No,Manual,100,336.6,186.9,149.7,133649,102824,Hotel,1
4375745,1011247501,,,1028630,34,WEST   72 STREET    ,MANHATTAN,10023,Yes,In Compliance ,657.3,635.3,1143.3,1121.8,Not Available,No,None,1,594.2,336,258.2,14360,136189,Multifamily Housing,1
4375879,3010640018,,,3024625,39,PLAZA ST WEST       ,BROOKLYN            ,11217,Yes,In Compliance ,61.1,58.2,85.9,82.9,41.7,Yes,ABS,89,231.1,174.9,56.2,65000,65000,Multifamily Housing,1
4375942,4098450027,,,4210603,   172-70,HIGHLAND AVENUE     ,QUEENS,11432,Yes,In Compliance ,80.1,78.7,113.8,112.3,Not Available,No,None,68,539.6,403.7,135.9,115312,115312,Multifamily Housing,1
4375946,3064147501,,,3394123,8686,BAY PARKWAY         ,BROOKLYN            ,11214,Yes,In Compliance ,58.3,57.7,122.3,121.7,Not Available,No,None,63,248.6,96.7,151.9,62649,52230,Multifamily Housing,1
4375949,3053050051,,,3123574,36,DAHILL ROAD         ,BROOKLYN            ,11218,Yes,In Compliance ,80.2,78.2,113.7,111.6,46.99,Yes,ABS,64,369.9,277.4,92.5,79050,79000,Multifamily Housing,1
4376078,2040770034,,,2044129,1560,SILVER STREET       ,BRONX               ,10461,Yes,In Compliance ,115.4,110.9,161,156.4,158.78,Yes,ABS,11,558.9,447.2,111.7,64895,64895,Multifamily Housing,1
4376129,3013230017,,,3035135,441,BROOKLYN AVENUE     ,BROOKLYN            ,11225,Yes,In Compliance ,74.7,71.8,78.5,75.4,Not Available,No,None,99,265.9,265.9,0,67000,66527,Multifamily Housing,1
4376142,3013750069,,,3036660,1633,STERLING PLACE      ,BROOKLYN            ,11233,Yes,In Compliance ,61.4,59,64.5,62,Not Available,No,None,99,221.9,221.9,0,68000,67800,Multifamily Housing,1
4376215,4050200023,,,4113595,    38-20,BOWNE STREET        ,QUEENS,11354,Yes,In Compliance ,58.8,55.4,184.5,174,93.35,No,Manual,Not Available,945.1,0,945.1,193975,193975,Other - Lodging/Residential,1
4376494,3012830001,,,3337867,1238,PRESIDENT STREET    ,BROOKLYN            ,11225,Yes,In Compliance ,146.4,141.9,220.4,215.6,89.42,Yes,ABS,2,1930,1345.3,584.7,221100,221100,Multifamily Housing,1
